3-gram:
ed 	0.0
ea 	-1.60943791243
ear	-0.916290731874
eal	-0.916290731874
ece	0.0
ew 	0.0
es 	-1.60943791243
ess	-1.60943791243
esh	-1.60943791243
esc	-1.60943791243
est	-1.60943791243
er 	-0.60613580357
erc	-2.3978952728
ere	-1.70474809224
er<end>	-2.3978952728
er'	-2.3978952728
rri	0.0
rs 	-0.69314718056
rs<end>	-0.69314718056
ry 	-0.405465108108
ry<end>	-1.09861228867
o p	-1.94591014906
o s	-1.94591014906
o b	-1.2527629685
o m	-1.94591014906
o t	-1.2527629685
re 	-0.223143551314
re,	-1.60943791243
rac	-0.405465108108
rag	-1.09861228867
rly	0.0
rob	-0.69314718056
rom	-0.69314718056
be 	-0.405465108108
bet	-1.09861228867
we 	0.0
way	0.0
ble	0.0
e's	0.0
bou	0.0
e a	-0.916290731874
e c	-2.30258509299
e s	-1.60943791243
e t	-1.60943791243
e v	-2.30258509299
wit	-0.69314718056
win	-0.69314718056
whi	-0.405465108108
who	-1.09861228867
ws 	0.0
Mr 	0.0
on 	-1.09861228867
on,	-1.09861228867
ong	-1.09861228867
om 	-0.69314718056
ome	-0.69314718056
of 	-0.287682072452
off	-1.38629436112
ock	0.0
obs	0.0
r's	0.0
r i	-0.69314718056
r C	-1.38629436112
r t	-1.38629436112
ive	0.0
 Ku	0.0
r, 	0.0
ovi	-0.69314718056
ove	-0.69314718056
out	-1.60943791243
our	-1.60943791243
oul	-0.916290731874
oun	-1.60943791243
ot 	0.0
ost	0.0
or 	-0.69314718056
ore	-1.38629436112
org	-1.38629436112
cha	-1.09861228867
che	-0.405465108108
con	0.0
car	0.0
pas	0.0
ces	0.0
h t	-0.405465108108
h l	-1.09861228867
cue	0.0
cte	0.0
pri	0.0
ppe	0.0
m t	0.0
r<end> 	0.0
zed	0.0
poi	0.0
hy 	0.0
c h	0.0
hto	0.0
<start>We	0.0
his	0.0
hos	-0.69314718056
how	-0.69314718056
Kut	0.0
han	-1.60943791243
har	-0.916290731874
had	-1.60943791243
hav	-1.60943791243
he 	-0.405465108108
her	-1.50407739678
hen	-2.19722457734
me 	0.0
Cos	0.0
ut 	-0.510825623766
utc	-0.916290731874
<start>Hi	0.0
ust	0.0
urn	0.0
p f	0.0
<start>No	0.0
uch	0.0
il 	0.0
act	-0.69314718056
acl	-0.69314718056
abo	0.0
ve 	-1.38629436112
ver	-0.287682072452
aga	0.0
ain	0.0
ne 	-0.69314718056
ner	-0.69314718056
is 	0.0
ina	-2.19722457734
in 	-2.19722457734
in<end>	-2.19722457734
ing	-2.19722457734
ink	-1.09861228867
inn	-2.19722457734
int	-2.19722457734
all	-0.405465108108
alf	-1.09861228867
<start>Th	0.0
any	-1.38629436112
an 	-0.69314718056
and	-1.38629436112
f a	-1.38629436112
f t	-1.38629436112
f w	-0.69314718056
as 	0.0
ara	-1.79175946923
ar 	-1.79175946923
are	-0.69314718056
aro	-1.79175946923
im 	0.0
<start>On	0.0
ior	0.0
<start>Mo	0.0
ic 	-1.09861228867
ich	-0.405465108108
<start>As	0.0
ie 	0.0
id 	-0.69314718056
ide	-0.69314718056
ifi	0.0
nin	0.0
nly	0.0
, a	-1.09861228867
, i	-1.09861228867
, o	-1.09861228867
not	0.0
<start>Fi	0.0
nce	0.0
nd 	0.0
Ash	0.0
nfi	0.0
ng 	-0.405465108108
ng<end>	-1.09861228867
ny 	0.0
s, 	0.0
s a	-1.70474809224
s b	-2.3978952728
s d	-2.3978952728
s g	-2.3978952728
s i	-2.3978952728
s h	-1.70474809224
s k	-2.3978952728
s o	-2.3978952728
s s	-2.3978952728
nti	0.0
a v	0.0
fro	0.0
lly	-0.69314718056
ll 	-0.69314718056
's 	0.0
it 	0.0
 ke	0.0
ff 	0.0
ky,	0.0
ker	0.0
n a	-1.09861228867
n M	-1.09861228867
n w	-1.09861228867
kid	0.0
t<end> 	0.0
sta	-1.60943791243
st 	-1.60943791243
sts	-1.60943791243
sti	-1.60943791243
stn	-1.60943791243
ks 	0.0
sid	-0.69314718056
sig	-0.69314718056
sho	0.0
sar	0.0
seq	-1.09861228867
set	-0.405465108108

2-gram:
 A	-5.06890420222
 C	-3.6826098411
 I	-3.97029191355
 K	-3.97029191355
 M	-5.06890420222
 a	-1.97786174886
 c	-2.58399755243
 b	-3.45946628979
 e	-4.37575702166
 d	-3.45946628979
 g	-4.37575702166
 f	-3.12299405316
 i	-2.98946266054
 h	-2.98946266054
 k	-4.37575702166
 j	-5.06890420222
 m	-3.97029191355
 l	-4.37575702166
 o	-2.4298468726
 n	-3.45946628979
 p	-3.6826098411
 s	-3.27714473299
 r	-3.97029191355
 u	-3.97029191355
 t	-2.12446522305
 w	-2.58399755243
 v	-4.37575702166
's	0.0
, 	0.0
As	0.0
<start>A	-2.19722457734
<start>F	-2.19722457734
<start>H	-2.19722457734
<start>M	-2.19722457734
<start>O	-2.19722457734
<start>N	-2.19722457734
<start>T	-1.50407739678
<start>W	-2.19722457734
Co	0.0
Fi	0.0
I 	0.0
Hi	0.0
Ku	0.0
Mr	-0.69314718056
Mo	-0.69314718056
<end> 	0.0
On	0.0
No	0.0
Th	0.0
We	0.0
a 	-2.58399755243
ac	-2.58399755243
ab	-2.87167962488
ad	-3.97029191355
ag	-2.87167962488
ai	-3.97029191355
al	-2.17853244432
an	-1.89085037187
ap	-3.97029191355
as	-2.58399755243
ar	-1.26224171245
at	-3.97029191355
av	-3.97029191355
ay	-3.97029191355
ca	-2.30258509299
c 	-2.7080502011
ce	-2.30258509299
ch	-1.20397280433
ck	-3.40119738166
cl	-2.01490302054
co	-2.01490302054
cu	-3.40119738166
ct	-2.30258509299
by	-2.30258509299
bs	-2.30258509299
be	-0.916290731874
bl	-2.30258509299
bo	-1.20397280433
ea	-2.84490938382
e 	-1.08705146627
ec	-4.45434729625
ee	-4.45434729625
ed	-3.35573500759
e'	-4.45434729625
em	-4.45434729625
e<end>	-4.45434729625
en	-2.66258782703
eq	-4.45434729625
ep	-4.45434729625
es	-2.66258782703
er	-1.3633048429
et	-3.35573500759
ew	-4.45434729625
e,	-4.45434729625
el	-3.35573500759
di	-2.35137525716
d 	-0.479573080262
dr	-2.35137525716
de	-2.35137525716
do	-2.35137525716
ga	-2.56494935746
g 	-1.46633706879
g<end>	-2.56494935746
ge	-1.8718021769
gg	-2.56494935746
gi	-2.56494935746
gh	-1.8718021769
go	-2.56494935746
gn	-2.56494935746
fa	-2.94443897917
f 	-0.864997437487
fe	-2.94443897917
ff	-2.25129179861
fi	-2.25129179861
fo	-1.8458266905
fr	-2.25129179861
ic	-2.27726728501
ie	-3.66356164613
id	-2.0541237337
ig	-3.66356164613
if	-3.66356164613
im	-2.97041446557
il	-3.66356164613
io	-3.66356164613
in	-1.09861228867
is	-2.0541237337
it	-2.56494935746
iv	-3.66356164613
iz	-3.66356164613
ha	-1.54044504095
h 	-2.35137525716
he	-0.965080896044
hi	-2.12823170585
ho	-1.94591014906
ht	-3.73766961828
hy	-3.73766961828
ky	-1.79175946923
ki	-1.79175946923
ks	-1.79175946923
ke	-1.09861228867
kl	-1.79175946923
ju	0.0
ma	-2.19722457734
m 	-0.810930216216
mu	-2.19722457734
me	-1.50407739678
mo	-2.19722457734
la	-3.36729582999
l 	-1.98100146887
le	-2.67414864943
ld	-2.26868354132
lf	-3.36729582999
li	-2.67414864943
ll	-1.57553636076
lo	-2.26868354132
ls	-2.67414864943
lu	-3.36729582999
ly	-1.98100146887
o 	-1.99809590223
oc	-4.07753744391
ob	-3.38439026335
of	-2.13162729485
oi	-4.07753744391
om	-2.97892515524
ol	-4.07753744391
on	-2.28577797468
os	-1.88031286657
or	-2.46809953147
ou	-1.99809590223
ot	-2.97892515524
ow	-3.38439026335
ov	-2.97892515524
na	-3.87120101091
n 	-1.56861591791
nc	-3.17805383035
ne	-2.07944154168
nd	-2.48490664979
ng	-2.26176309847
nf	-3.87120101091
ni	-3.17805383035
n<end>	-3.87120101091
nk	-2.77258872224
n,	-3.87120101091
no	-2.48490664979
nl	-3.87120101091
ns	-3.87120101091
nt	-2.77258872224
ny	-3.17805383035
nn	-3.87120101091
qu	0.0
pa	-1.94591014906
p 	-1.94591014906
pe	-1.94591014906
po	-1.94591014906
pp	-1.94591014906
pr	-1.2527629685
sa	-3.89182029811
s 	-0.896088024557
sc	-3.89182029811
se	-2.28238238568
si	-3.19867311755
s<end>	-3.19867311755
s,	-3.89182029811
ss	-3.89182029811
st	-1.40691364832
sh	-2.50552593699
ra	-2.62103882411
r 	-1.36827585562
rc	-4.00733318523
re	-1.36827585562
rg	-4.00733318523
r'	-3.31418600467
ri	-2.90872089656
r<end>	-3.31418600467
rl	-4.00733318523
ro	-2.62103882411
r,	-3.31418600467
rs	-3.31418600467
rr	-4.00733318523
ry	-2.90872089656
rn	-4.00733318523
uc	-2.99573227355
ue	-2.30258509299
ul	-2.30258509299
un	-2.30258509299
us	-1.89711998489
ur	-2.30258509299
ut	-0.916290731874
ta	-4.07753744391
t 	-1.43848011429
tc	-2.97892515524
te	-1.88031286657
t<end>	-4.07753744391
ti	-2.97892515524
th	-1.59263079412
t,	-4.07753744391
to	-2.46809953147
tn	-2.69124308279
ts	-3.38439026335
tu	-4.07753744391
tt	-2.97892515524
wa	-2.01490302054
w 	-2.7080502011
we	-1.60943791243
wi	-1.60943791243
wh	-1.09861228867
ws	-2.7080502011
vi	-1.94591014906
ve	-0.154150679827
y 	-0.262364264467
y<end>	-2.56494935746
y,	-2.56494935746
yo	-2.56494935746
ze	0.0

1-gram:
 	-1.73460105539
'	-5.70489296894
,	-4.85759510855
A	-6.11035807705
<start>	-4.60628068027
C	-5.41721089649
F	-6.80350525761
I	-5.70489296894
H	-6.80350525761
K	-5.70489296894
M	-6.11035807705
<end>	-4.50092016461
O	-6.80350525761
N	-6.80350525761
T	-6.11035807705
W	-6.80350525761
a	-2.83321334406
c	-3.40230787595
b	-4.50092016461
e	-2.34915796135
d	-3.75898281988
g	-4.23855590015
f	-3.85906627844
i	-3.13994361148
h	-3.06583563932
k	-5.01174578838
j	-6.80350525761
m	-4.60628068027
l	-3.43620942762
o	-2.7259678137
n	-2.9323042467
q	-6.80350525761
p	-4.85759510855
s	-2.9116849595
r	-2.79617207238
u	-3.80777298405
t	-2.7259678137
w	-4.09545505651
v	-4.85759510855
y	-4.23855590015
z	-6.80350525761

